city,area,rooms,bathroom,parking spaces,floor,animal,furniture,hoa,rent amount,property tax,fire insurance,total
1,70,2,1,1,2,1,0,1100.0,1950.0,0.0,25.0,3075.0
1,214,5,5,4,9,0,1,2000.0,5550.0,667.0,71.0,8288.0
1,193,3,3,3,1,0,0,3100.0,7500.0,834.0,96.0,11530.0
1,50,2,2,0,6,1,0,750.0,3000.0,118.0,39.0,3907.0
1,305,3,4,4,12,1,0,3441.0,8925.0,2364.0,114.0,14840.0
1,110,2,2,1,1,1,0,700.0,3000.0,122.0,39.0,3861.0
1,63,2,2,1,13,1,0,600.0,2620.0,97.0,11.0,3328.0
1,202,4,4,3,13,1,0,2200.0,6000.0,1000.0,77.0,9277.0
1,70,4,3,0,0,1,0,0.0,3500.0,270.0,53.0,3823.0
0,110,3,3,2,0,1,0,560.0,3200.0,88.0,49.0,3897.0
1,80,1,1,0,11,1,1,427.0,1900.0,0.0,25.0,2352.0
1,58,2,2,1,6,0,0,520.0,2055.0,0.0,7.0,2582.0
1,149,3,3,2,12,0,0,2000.0,5400.0,0.0,69.0,7469.0
1,50,2,1,0,0,1,0,0.0,1200.0,42.0,19.0,1261.0
1,200,4,3,2,8,1,0,2744.0,4100.0,1615.0,52.0,8511.0
1,200,3,3,4,0,1,0,0.0,7000.0,425.0,106.0,7531.0
0,660,5,7,4,17,1,0,5381.0,10000.0,1100.0,127.0,16610.0
1,100,3,2,1,0,1,0,0.0,3300.0,500.0,50.0,3850.0
1,91,1,2,2,11,1,1,2076.0,13000.0,334.0,165.0,15580.0
1,113,2,2,1,4,1,0,1000.0,3000.0,50.0,39.0,4089.0
0,48,2,1,1,0,1,0,250.0,1200.0,40.0,16.0,1506.0
1,140,3,3,2,10,1,0,2000.0,5100.0,167.0,65.0,7332.0
0,155,3,3,2,0,1,0,960.0,5500.0,15.0,83.0,6558.0
1,280,4,6,5,28,1,0,1800.0,11500.0,1417.0,146.0,14860.0
1,55,1,1,0,0,1,0,0.0,1100.0,75.0,17.0,1192.0
1,360,4,5,4,8,1,0,3500.0,1700.0,1417.0,22.0,6639.0
0,60,1,1,1,0,1,0,0.0,950.0,75.0,15.0,1040.0
1,32,1,1,0,5,1,0,400.0,2001.0,0.0,26.0,2427.0
1,79,3,3,2,15,1,1,3255.0,7500.0,616.0,96.0,11470.0
1,300,4,6,4,14,1,0,2000.0,8000.0,625.0,102.0,10730.0
1,50,2,2,1,14,1,1,520.0,1550.0,100.0,20.0,2190.0
1,78,3,2,2,0,1,0,250.0,2000.0,292.0,31.0,2573.0
1,80,3,1,0,0,1,0,683.5,6000.0,0.0,91.0,6091.0
1,50,1,1,1,0,0,0,683.5,1600.0,80.0,25.0,1705.0
1,110,2,2,2,0,0,0,0.0,2530.0,174.0,39.0,2743.0
1,280,4,3,6,0,1,1,0.0,12500.0,706.0,188.0,13390.0
1,64,2,1,1,8,1,0,400.0,1500.0,101.0,20.0,2021.0
0,37,1,1,0,4,0,1,382.0,742.0,0.0,10.0,1134.0
1,30,1,1,1,7,0,1,650.0,2000.0,100.0,26.0,2776.0
1,50,1,1,1,11,1,0,725.0,2200.0,130.0,28.0,3083.0
1,215,3,2,0,4,0,0,1054.0,4000.0,229.0,51.0,5334.0
1,80,3,2,1,10,1,0,790.0,1900.0,164.0,25.0,2879.0
0,320,3,3,2,9,1,1,2000.0,8500.0,340.0,108.0,10950.0
1,336,3,5,3,0,1,1,299.0,6000.0,208.0,91.0,6598.0
1,125,3,4,5,0,1,0,0.0,10000.0,666.0,151.0,10820.0
1,106,1,1,2,10,1,1,1749.0,13950.0,479.0,177.0,16360.0
1,40,1,1,1,9,0,0,440.0,2800.0,100.0,36.0,3376.0
1,80,1,2,0,6,0,0,1174.0,3900.0,135.0,50.0,5259.0
1,120,4,3,3,8,1,0,1680.0,3710.0,622.0,48.0,6060.0
1,23,1,1,0,23,1,0,399.0,2100.0,42.0,27.0,2568.0
1,60,2,1,0,0,1,0,0.0,1100.0,0.0,17.0,1117.0
1,45,2,1,1,2,0,0,375.0,1756.0,147.0,13.0,2166.0
1,110,1,1,1,0,1,0,683.5,1300.0,250.0,20.0,1570.0
1,42,1,1,1,11,1,0,344.0,2308.0,0.0,8.0,2660.0
1,120,4,2,3,6,1,1,950.0,2960.0,459.0,38.0,4407.0
1,78,1,2,2,1,0,1,680.0,4200.0,118.0,54.0,5052.0
1,127,3,3,2,1,1,0,804.0,3800.0,257.0,49.0,4910.0
1,63,2,2,2,4,0,0,600.0,4080.0,167.0,52.0,4899.0
1,60,1,1,1,0,1,0,0.0,1250.0,0.0,19.0,1269.0
0,76,2,1,0,3,1,0,300.0,700.0,100.0,9.0,1109.0
1,126,3,2,2,1,1,0,1000.0,4000.0,313.0,51.0,5364.0
1,169,4,2,3,0,1,0,220.0,3900.0,334.0,59.0,4513.0
1,38,1,1,0,10,1,0,300.0,1712.0,0.0,7.0,2019.0
1,45,1,1,0,2,0,0,150.0,730.0,0.0,10.0,890.0
1,160,3,1,1,0,1,0,0.0,3000.0,298.0,46.0,3344.0
1,160,3,4,3,0,1,1,0.0,9350.0,0.0,141.0,9491.0
0,84,2,1,1,7,1,0,590.0,1100.0,104.0,14.0,1808.0
1,64,2,1,2,3,1,0,480.0,1850.0,39.0,24.0,2393.0
0,62,2,1,1,0,1,0,370.0,1100.0,12.0,14.0,1496.0
1,46,2,1,1,1,1,0,240.0,1500.0,0.0,20.0,1760.0
1,140,3,3,3,4,1,0,2100.0,5000.0,1149.0,64.0,8313.0
1,175,3,5,3,15,1,0,2312.0,7650.0,1308.0,97.0,11370.0
1,70,3,1,1,8,1,0,523.0,1100.0,0.0,14.0,1637.0
1,315,3,5,2,14,0,0,4300.0,20000.0,959.0,254.0,25510.0
1,52,1,1,1,7,1,1,1500.0,3000.0,292.0,39.0,4831.0
0,120,4,2,5,0,1,0,0.0,4200.0,0.0,64.0,4264.0
1,72,2,2,1,2,1,0,570.0,2174.0,75.0,28.0,2847.0
1,140,2,2,2,11,0,1,2200.0,10000.0,804.0,127.0,13130.0
1,55,1,1,1,10,1,1,570.0,1800.0,0.0,7.0,2377.0
1,140,3,2,1,5,1,1,1436.0,4800.0,234.0,61.0,6531.0
0,75,3,2,1,3,0,0,550.0,2125.0,67.0,27.0,2769.0
1,233,3,4,4,15,0,1,3780.0,4300.0,2567.0,55.0,10700.0
1,112,3,3,2,8,0,0,1222.0,3500.0,486.0,45.0,5253.0
1,83,2,1,1,2,1,1,481.0,2600.0,118.0,33.0,3232.0
1,60,1,1,1,10,1,0,786.0,2000.0,109.0,26.0,2921.0
1,30,1,1,1,14,1,1,350.0,2389.0,83.0,31.0,2853.0
1,50,2,1,1,12,1,0,340.0,1490.0,0.0,19.0,1849.0
1,46,1,1,0,14,0,1,1200.0,4300.0,292.0,31.0,5823.0
1,42,1,1,1,6,0,1,1100.0,2649.0,0.0,8.0,3757.0
0,52,2,1,1,1,1,0,245.0,650.0,0.0,9.0,904.0
1,380,4,4,6,0,1,0,0.0,6000.0,417.0,91.0,6508.0
0,160,3,2,0,0,1,0,0.0,1650.0,117.0,25.0,1792.0
1,90,2,1,0,4,0,0,762.0,2500.0,54.0,32.0,3348.0
1,30,1,1,1,5,1,1,350.0,3300.0,0.0,42.0,3692.0
1,219,4,4,3,21,1,1,2100.0,6500.0,890.0,83.0,9573.0
1,120,2,2,2,22,0,1,1400.0,3500.0,375.0,45.0,5320.0
1,70,2,2,1,7,1,0,569.0,1900.0,25.0,25.0,2519.0
1,120,4,3,3,16,1,0,1420.0,6160.0,390.0,79.0,8049.0
1,92,2,2,1,5,1,1,1350.0,4500.0,160.0,58.0,6068.0
1,40,1,1,1,20,0,0,255.0,2208.0,76.0,9.0,2548.0
1,58,2,1,1,6,1,0,770.0,1800.0,75.0,23.0,2668.0
1,35,1,1,1,7,1,1,949.0,3900.0,0.0,50.0,4899.0
0,85,1,1,1,8,1,0,564.0,912.0,0.0,5.0,1481.0
1,170,3,3,2,0,1,0,0.0,5000.0,242.0,76.0,5318.0
1,96,3,1,1,8,0,1,1181.0,2535.0,247.0,33.0,3996.0
1,42,1,1,1,27,1,0,560.0,5300.0,100.0,68.0,6028.0
1,280,3,4,4,18,1,0,2202.0,3600.0,854.0,46.0,6702.0
1,44,1,1,1,6,0,0,308.0,3300.0,149.0,42.0,3799.0
1,120,3,2,2,12,1,1,980.0,4000.0,231.0,51.0,5262.0
1,180,2,3,2,9,1,0,2000.0,5900.0,604.0,75.0,8579.0
1,400,5,4,2,12,1,0,2675.0,2500.0,832.0,32.0,6039.0
1,22,1,1,0,26,1,0,295.0,2000.0,44.0,26.0,2365.0
1,67,2,1,1,6,1,0,313.0,1200.0,167.0,16.0,1696.0
1,75,3,2,2,14,1,0,658.0,2500.0,87.0,32.0,3277.0
1,132,3,5,2,13,0,1,1630.0,10990.0,291.0,140.0,13050.0
1,62,2,1,1,15,0,1,490.0,1900.0,0.0,15.0,2405.0
1,122,3,3,2,4,0,0,1412.0,4600.0,563.0,59.0,6634.0
1,168,3,2,2,1,1,0,1634.0,5500.0,411.0,70.0,7615.0
1,80,2,2,1,0,0,0,0.0,1500.0,184.0,23.0,1707.0
1,27,1,1,0,19,1,1,300.0,1800.0,0.0,23.0,2123.0
1,50,1,1,0,0,0,0,683.5,1200.0,0.0,19.0,1219.0
0,190,2,2,0,8,0,0,1100.0,1300.0,200.0,17.0,2617.0
1,22,1,1,0,7,1,0,200.0,1650.0,0.0,21.0,1871.0
0,70,1,1,1,2,1,1,460.0,2350.0,6.0,30.0,2846.0
1,60,1,1,0,0,1,0,0.0,2000.0,0.0,31.0,2031.0
1,47,2,1,1,15,1,1,500.0,1700.0,0.0,22.0,2222.0
1,158,3,2,1,10,0,1,1310.0,7150.0,406.0,91.0,8957.0
1,80,2,1,1,5,0,0,660.0,2900.0,0.0,37.0,3597.0
1,245,4,3,4,8,1,0,3450.0,6000.0,1667.0,77.0,11190.0
1,91,2,2,0,1,1,1,900.0,2500.0,0.0,32.0,3432.0
1,155,2,1,1,2,1,0,1700.0,4500.0,510.0,58.0,6768.0
1,140,3,3,5,8,0,1,2000.0,8000.0,710.0,102.0,10810.0
1,97,2,1,2,19,0,0,800.0,3500.0,221.0,45.0,4566.0
1,70,1,1,0,0,0,0,0.0,900.0,0.0,14.0,914.0
1,177,3,3,5,1,1,0,1400.0,7000.0,1000.0,89.0,9489.0
1,128,3,4,2,21,1,0,840.0,2980.0,361.0,38.0,4219.0
0,50,2,1,0,2,0,0,386.0,830.0,55.0,11.0,1282.0
1,162,4,4,3,7,0,0,1500.0,5500.0,891.0,70.0,7961.0
1,96,4,2,2,0,1,0,0.0,3950.0,412.0,60.0,4422.0
1,78,3,2,1,2,1,0,945.0,2050.0,126.0,8.0,3129.0
1,340,4,6,4,6,1,0,5500.0,9600.0,2167.0,122.0,17390.0
1,76,3,2,2,5,1,1,754.0,4500.0,205.0,58.0,5517.0
1,380,4,5,4,4,1,0,4000.0,8000.0,2667.0,102.0,14770.0
1,180,3,3,4,0,1,0,0.0,3700.0,184.0,56.0,3940.0
1,161,2,2,3,3,1,0,2500.0,4800.0,1125.0,61.0,8486.0
1,45,1,1,1,3,1,1,2000.0,4850.0,334.0,62.0,7246.0
1,200,3,5,3,5,1,1,1513.0,4350.0,584.0,56.0,6503.0
1,46,1,1,0,17,1,0,300.0,1500.0,0.0,20.0,1820.0
1,50,1,1,1,8,0,1,2204.0,3700.0,209.0,47.0,6160.0
1,57,2,2,2,10,0,0,571.0,1600.0,100.0,21.0,2292.0
1,120,2,2,2,4,1,1,2000.0,11000.0,417.0,140.0,13560.0
0,136,3,4,2,7,0,0,970.0,2500.0,131.0,32.0,3633.0
1,49,2,1,1,2,1,0,503.0,1200.0,0.0,16.0,1719.0
1,70,2,2,1,7,0,0,420.0,2289.0,0.0,29.0,2738.0
1,68,2,2,1,5,1,0,1160.0,2700.0,109.0,35.0,4004.0
1,45,1,1,1,1,0,1,3000.0,5520.0,0.0,70.0,8590.0
0,60,3,2,1,3,0,0,532.0,1200.0,49.0,16.0,1797.0
1,120,3,2,2,0,1,0,0.0,2000.0,323.0,31.0,2354.0
0,140,4,4,2,6,1,0,1700.0,3300.0,330.0,42.0,5372.0
1,151,4,3,3,0,1,0,0.0,3000.0,139.0,46.0,3185.0
1,72,2,2,2,7,1,0,150.0,3700.0,184.0,47.0,4081.0
1,300,4,4,6,1,1,0,550.0,3800.0,33.0,49.0,4432.0
1,68,2,1,0,1,1,0,230.0,1300.0,0.0,17.0,1547.0
1,380,4,2,0,0,1,0,0.0,8000.0,0.0,121.0,8121.0
1,60,2,1,1,4,1,0,750.0,1841.0,77.0,7.0,2675.0
0,51,3,1,1,0,1,0,246.0,1100.0,68.0,14.0,1428.0
1,200,4,5,3,1,0,0,2800.0,5500.0,997.0,70.0,9367.0
1,80,3,3,0,0,1,1,0.0,2000.0,459.0,31.0,2490.0
0,57,1,2,1,12,0,0,660.0,650.0,0.0,9.0,1319.0
1,327,5,4,5,0,1,0,0.0,11000.0,2000.0,166.0,13170.0
1,48,1,1,1,12,1,1,800.0,8000.0,1000.0,102.0,9902.0
1,90,2,2,1,3,1,0,1000.0,3000.0,50.0,39.0,4089.0
1,40,1,1,1,1,0,1,2200.0,4500.0,25.0,58.0,6783.0
1,84,2,1,2,11,0,1,800.0,4000.0,240.0,51.0,5091.0
1,123,3,2,2,13,0,0,1293.0,4673.0,463.0,18.0,6447.0
1,85,2,1,1,0,1,0,0.0,1608.0,143.0,15.0,1766.0
1,113,2,2,1,6,1,0,1000.0,3000.0,50.0,39.0,4089.0
1,60,2,1,1,2,1,0,782.0,1800.0,0.0,9.0,2591.0
0,62,2,1,1,6,1,0,447.0,1200.0,76.0,16.0,1739.0
1,138,3,4,2,18,1,1,1500.0,10000.0,527.0,127.0,12150.0
1,156,3,3,3,7,1,1,1600.0,8000.0,628.0,102.0,10330.0
1,280,4,3,4,0,1,0,0.0,3500.0,403.0,53.0,3956.0
1,45,1,1,1,1,0,1,3000.0,5520.0,0.0,70.0,8590.0
1,180,3,4,3,8,1,1,1050.0,3000.0,0.0,39.0,4089.0
1,315,4,5,5,20,0,0,2500.0,4000.0,1000.0,29.0,7529.0
1,117,3,3,1,20,0,0,1200.0,7000.0,217.0,89.0,8506.0
1,60,2,3,2,6,0,0,730.0,1100.0,19.0,14.0,1863.0
1,126,3,1,2,0,1,0,0.0,4200.0,299.0,64.0,4563.0
1,65,2,1,0,2,1,0,300.0,1800.0,49.0,23.0,2172.0
1,280,4,4,7,0,1,1,890.0,4000.0,278.0,61.0,5229.0
0,76,3,1,1,2,1,0,480.0,1300.0,92.0,17.0,1889.0
1,178,2,4,2,2,1,0,2300.0,7000.0,891.0,89.0,10280.0
1,20,1,1,0,4,1,1,602.0,1800.0,130.0,23.0,2555.0
1,400,7,7,0,0,1,0,0.0,14000.0,1667.0,211.0,15880.0
1,300,4,5,5,6,0,0,3500.0,2290.0,10830.0,30.0,16650.0
1,49,1,1,1,18,0,1,600.0,5400.0,0.0,69.0,6069.0
1,50,2,1,0,3,1,0,0.0,1200.0,50.0,16.0,1266.0
0,50,1,1,0,16,1,0,633.0,900.0,59.0,4.0,1596.0
0,53,1,1,2,7,0,1,1000.0,2400.0,67.0,31.0,3498.0
1,200,3,3,2,12,1,0,2000.0,6500.0,417.0,83.0,9000.0
1,71,2,2,2,14,0,0,511.0,3000.0,203.0,39.0,3753.0
1,134,3,5,2,7,1,0,1152.0,4900.0,0.0,63.0,6115.0
1,250,4,4,4,14,1,0,2600.0,3600.0,0.0,46.0,6246.0
1,40,1,1,1,2,1,0,673.0,1664.0,0.0,7.0,2344.0
0,60,2,1,0,1,1,0,457.0,1170.0,55.0,15.0,1697.0
1,180,4,4,2,2,1,0,2600.0,2000.0,584.0,26.0,5210.0
1,68,3,1,1,16,0,0,522.0,1600.0,0.0,7.0,2129.0
1,72,2,2,1,7,0,0,598.0,1780.0,0.0,23.0,2401.0
1,182,3,2,3,12,1,0,2307.0,12000.0,786.0,153.0,15250.0
1,45,1,2,1,1,1,0,774.0,3446.0,167.0,21.0,4408.0
1,300,4,3,8,0,1,0,0.0,4500.0,667.0,68.0,5235.0
1,130,3,3,2,7,1,0,1200.0,3500.0,342.0,45.0,5087.0
1,132,3,2,3,4,1,1,1400.0,5500.0,622.0,70.0,7592.0
1,215,3,1,1,18,1,0,1100.0,4000.0,240.0,51.0,5391.0
1,54,2,2,1,1,1,0,500.0,2418.0,200.0,31.0,3149.0
1,79,2,1,0,0,1,0,0.0,2100.0,218.0,27.0,2345.0
1,77,1,2,2,7,1,1,1000.0,4000.0,0.0,16.0,5016.0
1,150,3,3,2,13,1,0,1526.0,3100.0,309.0,40.0,4975.0
1,310,3,3,2,11,1,0,1580.0,6900.0,343.0,88.0,8911.0
1,220,4,2,3,0,1,1,0.0,5200.0,705.0,79.0,5984.0
1,45,1,1,0,4,1,0,683.5,1100.0,0.0,14.0,1468.0
1,80,3,1,1,7,1,0,978.0,2400.0,105.0,31.0,3514.0
1,36,1,1,0,4,1,0,175.0,1275.0,0.0,5.0,1455.0
1,320,3,5,8,0,0,0,0.0,9000.0,567.0,136.0,9703.0
1,179,3,3,3,12,1,1,1800.0,3200.0,900.0,41.0,5941.0
1,52,1,2,1,13,1,0,1100.0,5000.0,210.0,64.0,6374.0
1,190,4,4,3,11,1,1,1780.0,6900.0,0.0,88.0,8768.0
1,105,3,3,1,26,0,0,812.0,2200.0,0.0,28.0,3040.0
1,70,2,2,1,15,1,0,1110.0,4200.0,192.0,54.0,5556.0
1,254,4,4,4,7,1,0,3366.0,9000.0,1800.0,115.0,14280.0
1,200,3,2,1,5,1,0,1618.0,2380.0,161.0,31.0,4190.0
1,300,4,3,3,20,1,1,4300.0,3380.0,1334.0,43.0,9057.0
1,86,3,2,2,1,0,0,800.0,3410.0,270.0,44.0,4524.0
1,190,2,1,2,0,1,1,0.0,4500.0,385.0,68.0,4953.0
1,211,3,2,2,6,1,0,2800.0,11000.0,483.0,140.0,14420.0
1,38,1,1,0,1,0,0,60.0,950.0,0.0,13.0,1023.0
1,300,3,4,6,0,1,0,0.0,3200.0,167.0,49.0,3416.0
1,108,3,2,2,5,1,0,1100.0,4348.0,250.0,56.0,5754.0
1,150,3,2,1,0,1,0,0.0,4500.0,110.0,68.0,4678.0
0,58,1,1,0,9,0,0,410.0,720.0,41.0,10.0,1181.0
1,198,3,4,3,13,1,1,2699.0,8000.0,917.0,102.0,11720.0
0,47,1,1,0,10,0,1,580.0,750.0,0.0,10.0,1340.0
1,190,3,2,1,8,1,1,2180.0,4500.0,150.0,58.0,6888.0
1,22,1,1,0,25,1,0,472.0,2200.0,55.0,28.0,2755.0
1,38,1,1,1,6,1,1,632.0,2341.0,0.0,9.0,2982.0
1,30,1,1,0,3,1,1,400.0,2850.0,0.0,37.0,3287.0
0,500,4,7,4,0,1,0,500.0,5900.0,775.0,89.0,7264.0
1,215,3,1,3,0,1,0,0.0,7000.0,417.0,106.0,7523.0
1,50,1,1,1,1,0,1,540.0,2900.0,0.0,37.0,3477.0
1,500,7,7,8,0,0,1,683.5,9000.0,1667.0,136.0,10800.0
1,17,1,1,0,1,1,0,0.0,2700.0,5.0,35.0,2740.0
1,101,3,2,1,18,1,0,890.0,1700.0,22.0,22.0,2634.0
1,87,2,3,0,13,1,0,1250.0,4200.0,109.0,54.0,5613.0
1,72,2,1,1,4,1,0,650.0,1000.0,12.0,13.0,1675.0
1,123,3,3,2,14,1,0,1100.0,3100.0,367.0,40.0,4607.0
1,70,2,1,1,1,1,0,280.0,1000.0,138.0,13.0,1431.0
0,40,1,1,0,8,0,0,327.0,595.0,12.0,8.0,942.0
0,47,1,1,1,12,1,0,1500.0,650.0,0.0,9.0,2159.0
1,115,4,3,4,1,1,1,1133.0,7000.0,0.0,89.0,8222.0
1,36,1,1,1,1,1,0,450.0,2344.0,0.0,9.0,2803.0
1,340,4,4,3,14,0,0,5000.0,5000.0,1084.0,64.0,11150.0
1,200,3,4,2,0,1,0,0.0,6500.0,209.0,98.0,6807.0
1,150,3,3,1,3,0,0,2229.0,4500.0,484.0,58.0,7271.0
1,98,3,3,2,1,1,1,1975.0,2970.0,459.0,38.0,5442.0
1,300,4,3,2,13,1,1,2600.0,8500.0,524.0,108.0,11730.0
1,35,1,1,1,14,0,0,450.0,2700.0,0.0,35.0,3185.0
1,63,3,2,1,8,1,0,440.0,3300.0,10.0,42.0,3792.0
1,150,3,2,1,6,0,0,1246.0,5500.0,0.0,70.0,6816.0
1,170,3,3,2,0,1,0,0.0,4850.0,334.0,73.0,5257.0
0,110,3,3,2,0,1,0,560.0,3200.0,88.0,49.0,3897.0
1,55,2,1,1,4,0,1,350.0,2450.0,237.0,32.0,3069.0
1,47,1,1,0,0,0,0,100.0,1000.0,76.0,13.0,1189.0
1,80,1,1,1,0,1,0,0.0,1150.0,75.0,18.0,1243.0
1,65,2,2,2,7,1,1,1037.0,4000.0,245.0,51.0,5333.0
0,35,1,1,1,0,0,1,683.5,1000.0,0.0,16.0,1016.0
1,100,2,2,0,0,1,0,0.0,1765.0,0.0,27.0,1792.0
1,540,4,7,5,11,1,0,4922.0,15000.0,3565.0,191.0,23680.0
0,47,1,1,0,7,1,0,463.0,1000.0,17.0,13.0,1493.0
1,272,5,5,2,0,1,0,0.0,11000.0,917.0,166.0,12080.0
1,90,3,3,1,11,1,0,1347.0,4650.0,241.0,59.0,6297.0
1,83,2,2,1,3,1,1,620.0,2300.0,119.0,30.0,3069.0
1,35,1,1,0,5,1,0,270.0,1300.0,0.0,17.0,1587.0
1,260,4,4,4,0,1,0,0.0,14000.0,1834.0,211.0,16050.0
1,130,3,2,2,0,1,0,0.0,5100.0,183.0,77.0,5360.0
1,218,4,4,3,10,1,1,2347.0,8400.0,1105.0,107.0,11960.0
1,20,1,1,0,1,0,1,683.5,2060.0,0.0,27.0,2087.0
1,70,2,2,2,5,0,0,990.0,2500.0,71.0,32.0,3593.0
1,400,4,3,3,0,1,0,0.0,7000.0,900.0,106.0,8006.0
1,60,1,2,1,2,1,0,1155.0,4000.0,112.0,51.0,5318.0
1,240,4,4,4,26,1,0,3250.0,13000.0,1121.0,165.0,17540.0
1,245,3,4,3,10,1,0,2900.0,14000.0,917.0,178.0,18000.0
1,140,3,2,1,0,1,1,683.5,8200.0,0.0,124.0,8324.0
1,120,2,2,0,1,1,0,300.0,3600.0,120.0,46.0,4066.0
1,110,3,3,2,4,0,0,1200.0,3900.0,484.0,50.0,5634.0
1,42,1,1,1,4,0,1,660.0,4400.0,41.0,56.0,5157.0
1,300,2,3,2,5,1,1,3500.0,10500.0,0.0,134.0,14130.0
1,50,2,2,1,10,1,0,400.0,1900.0,0.0,25.0,2325.0
1,110,4,3,3,1,0,1,1650.0,2230.0,567.0,29.0,4476.0
1,72,2,2,1,12,1,0,678.0,2406.0,0.0,10.0,3094.0
1,130,3,4,4,0,1,0,1100.0,3280.0,484.0,50.0,4914.0
1,170,2,2,1,8,1,0,2700.0,2000.0,250.0,26.0,4976.0
0,38,1,1,0,5,0,0,440.0,892.0,17.0,12.0,1361.0
1,138,3,3,3,0,1,1,0.0,3900.0,145.0,59.0,4104.0
0,45,1,1,1,9,0,1,492.0,1900.0,83.0,25.0,2500.0
1,230,3,6,5,18,1,1,2200.0,11050.0,1500.0,141.0,14890.0
0,206,5,3,2,0,1,0,683.5,3500.0,189.0,53.0,3742.0
1,135,3,3,2,7,0,0,1500.0,13800.0,375.0,175.0,15850.0
1,300,2,2,0,0,1,1,0.0,3500.0,292.0,53.0,3845.0
1,25,1,1,0,3,1,0,450.0,1650.0,30.0,21.0,2151.0
1,200,1,2,0,0,1,0,0.0,8000.0,700.0,121.0,8821.0
1,150,3,3,2,7,1,0,1300.0,3400.0,200.0,44.0,4944.0
1,54,2,2,1,6,1,0,954.0,2800.0,199.0,36.0,3989.0
1,82,3,2,2,4,0,0,860.0,2600.0,209.0,33.0,3702.0
1,84,2,2,0,1,1,1,850.0,6000.0,250.0,77.0,7177.0
1,200,1,3,2,0,0,0,683.5,3000.0,321.0,46.0,3367.0
1,230,4,3,1,2,0,0,2400.0,3600.0,464.0,46.0,6510.0
1,56,2,1,0,0,1,0,200.0,1400.0,0.0,10.0,1610.0
1,50,1,1,0,1,1,0,150.0,1294.0,0.0,6.0,1450.0
1,163,4,4,3,2,0,1,2300.0,9500.0,1000.0,121.0,12920.0
1,35,1,1,1,12,0,1,1170.0,2200.0,242.0,28.0,3640.0
1,120,3,3,2,0,1,0,0.0,2750.0,125.0,42.0,2917.0
0,60,1,1,0,3,1,0,250.0,1300.0,75.0,17.0,1642.0
1,54,2,1,1,8,1,0,630.0,1550.0,84.0,20.0,2284.0
1,250,5,4,3,0,1,0,683.5,3680.0,666.0,56.0,4402.0
1,50,2,1,1,9,1,0,410.0,1998.0,43.0,26.0,2477.0
1,300,2,1,2,0,1,0,683.5,2800.0,350.0,43.0,3193.0
0,130,3,2,1,0,1,0,0.0,1300.0,250.0,20.0,1570.0
1,120,3,2,1,18,1,0,1150.0,5300.0,167.0,68.0,6685.0
1,89,2,2,0,7,1,1,428.0,3900.0,5.0,50.0,4383.0
0,69,3,2,2,11,1,0,582.0,2000.0,142.0,26.0,2750.0
1,55,1,1,0,0,1,0,0.0,1650.0,0.0,25.0,1675.0
1,110,3,2,1,0,1,0,683.5,3200.0,0.0,49.0,3249.0
1,50,2,1,1,2,0,1,399.0,1650.0,0.0,21.0,2070.0
0,80,3,1,1,1,1,0,380.0,1328.0,50.0,10.0,1768.0
1,66,2,2,1,23,1,0,360.0,2583.0,0.0,10.0,2953.0
1,180,3,4,3,12,1,0,2047.0,2200.0,902.0,28.0,5177.0
1,135,2,3,1,22,1,0,1415.0,6500.0,339.0,83.0,8337.0
1,74,2,1,1,5,1,0,569.0,2024.0,71.0,8.0,2672.0
1,56,2,1,1,6,1,0,680.0,2200.0,11.0,28.0,2919.0
0,40,1,1,1,6,1,0,600.0,650.0,35.0,9.0,1294.0
1,86,3,2,2,6,1,1,800.0,3100.0,203.0,40.0,4143.0
1,70,2,2,0,0,0,0,683.5,1500.0,0.0,23.0,1523.0
1,30,1,1,0,1,1,0,50.0,1150.0,50.0,15.0,1265.0
1,438,5,6,5,0,0,0,0.0,12000.0,817.0,181.0,13000.0
0,72,2,1,2,16,1,0,730.0,1200.0,89.0,16.0,2035.0
1,66,1,1,1,10,0,1,762.0,3500.0,65.0,45.0,4372.0
0,70,2,1,1,4,1,0,452.0,1000.0,42.0,13.0,1507.0
1,1000,4,7,4,10,1,1,6000.0,15000.0,4900.0,191.0,26090.0
0,380,4,6,6,0,0,0,0.0,4100.0,269.0,62.0,4431.0
0,248,3,4,4,2,1,0,2648.0,8000.0,667.0,102.0,11420.0
1,109,3,1,1,1,1,0,1200.0,2800.0,145.0,36.0,4181.0
0,135,3,2,2,3,1,0,1100.0,2400.0,92.0,31.0,3623.0
1,54,2,2,1,4,1,0,954.0,2800.0,199.0,36.0,3989.0
1,170,3,3,2,0,1,0,0.0,2750.0,100.0,42.0,2892.0
1,45,1,1,2,12,1,1,530.0,3350.0,0.0,43.0,3923.0
1,180,3,4,3,7,1,1,2420.0,4500.0,680.0,58.0,7658.0
0,51,2,1,0,2,1,0,271.0,980.0,21.0,13.0,1285.0
1,166,3,2,2,2,1,0,2124.0,7000.0,882.0,89.0,10100.0
1,350,4,4,4,0,1,0,0.0,13000.0,1417.0,196.0,14610.0
0,63,2,1,1,1,1,0,498.0,870.0,90.0,12.0,1470.0
1,73,2,2,1,11,1,0,700.0,1250.0,150.0,16.0,2116.0
1,126,3,4,3,4,1,0,1560.0,4000.0,1021.0,51.0,6632.0
1,87,2,2,1,5,1,0,2100.0,2975.0,117.0,38.0,5230.0
